IP地址,端口,TLS,数据中心,地区,城市,网络延迟,测速 MB/s
167.71.60.160,2053,TRUE,FRA,Europe,Frankfurt,245 ms,7.54
156.227.0.132,8443,TRUE,FRA,Europe,Frankfurt,165 ms,7.53
139.59.130.83,2053,TRUE,FRA,Europe,Frankfurt,224 ms,7.52
23.94.217.204,443,TRUE,AMS,Europe,Amsterdam,182 ms,7.51
159.223.249.103,2053,TRUE,FRA,Europe,Frankfurt,230 ms,7.51
95.164.8.55,443,TRUE,TLL,Europe,Tallinn,237 ms,7.49
166.88.132.108,443,TRUE,FRA,Europe,Frankfurt,171 ms,7.48
206.189.56.68,8443,TRUE,FRA,Europe,Frankfurt,207 ms,7.47
45.14.245.103,443,TRUE,AMS,Europe,Amsterdam,217 ms,7.47
38.180.10.173,443,TRUE,TLL,Europe,Tallinn,217 ms,7.46
78.141.226.35,2053,TRUE,LHR,Europe,London,167 ms,7.44
23.94.2.196,34237,TRUE,DFW,North America,Dallas,251 ms,7.44
45.83.142.35,443,TRUE,MAD,Europe,Madrid,224 ms,7.4
146.190.114.215,443,TRUE,SJC,North America,San Jose,179 ms,7.39
209.38.190.119,2053,TRUE,FRA,Europe,Frankfurt,212 ms,7.39
135.125.239.132,8443,TRUE,FRA,Europe,Frankfurt,241 ms,7.37
149.28.14.137,34237,TRUE,SEA,North America,Seattle,188 ms,7.34
167.71.60.160,8443,TRUE,FRA,Europe,Frankfurt,215 ms,7.34
91.200.242.117,443,TRUE,NRT,Asia Pacific,Tokyo,140 ms,7.33
46.105.59.149,2053,TRUE,CDG,Europe,Paris,251 ms,7.33
46.101.243.68,443,TRUE,FRA,Europe,Frankfurt,279 ms,7.33
23.27.24.161,8443,TRUE,WAW,Europe,Warsaw,183 ms,7.32
178.23.190.243,443,TRUE,AMS,Europe,Amsterdam,227 ms,7.29
64.226.69.207,2053,TRUE,FRA,Europe,Frankfurt,244 ms,7.27
154.9.241.153,33319,TRUE,LAX,North America,Los Angeles,170 ms,7.26
139.59.48.26,8443,TRUE,MAA,Asia Pacific,Chennai,197 ms,7.26
134.209.248.243,8443,TRUE,FRA,Europe,Frankfurt,235 ms,7.26
46.22.210.175,2053,TRUE,TLL,Europe,Tallinn,182 ms,7.25
45.144.28.243,8443,TRUE,AMS,Europe,Amsterdam,213 ms,7.25
134.209.193.71,8443,TRUE,AMS,Europe,Amsterdam,221 ms,7.24
45.87.153.141,2053,TRUE,AMS,Europe,Amsterdam,242 ms,7.24
157.230.97.0,443,TRUE,FRA,Europe,Frankfurt,260 ms,7.24
139.162.191.98,2096,TRUE,FRA,Europe,Frankfurt,155 ms,7.22
154.21.193.39,2053,TRUE,LAX,North America,Los Angeles,170 ms,7.22
179.43.174.165,443,TRUE,FRA,Europe,Frankfurt,203 ms,7.22
50.7.22.220,2096,TRUE,AMS,Europe,Amsterdam,212 ms,7.22
206.189.195.4,8443,TRUE,EWR,North America,Newark,215 ms,7.22
188.166.78.41,8443,TRUE,AMS,Europe,Amsterdam,239 ms,7.22
144.126.249.236,2053,TRUE,EWR,North America,Newark,249 ms,7.21
78.141.226.90,2053,TRUE,LHR,Europe,London,166 ms,7.2
176.31.83.160,2053,TRUE,CDG,Europe,Paris,253 ms,7.19
38.242.229.125,8443,TRUE,DUS,Europe,Düsseldorf,214 ms,7.17
51.89.27.247,2053,TRUE,FRA,Europe,Frankfurt,233 ms,7.17
135.125.191.180,2053,TRUE,FRA,Europe,Frankfurt,243 ms,7.17
38.60.251.208,34237,TRUE,LAX,North America,Los Angeles,185 ms,7.16
95.164.10.53,2053,TRUE,CPH,Europe,Copenhagen,189 ms,7.16
172.232.45.28,2053,TRUE,CDG,Europe,Paris,183 ms,7.15
46.101.221.88,8443,TRUE,FRA,Europe,Frankfurt,257 ms,7.15
194.58.56.169,443,TRUE,AMS,Europe,Amsterdam,144 ms,7.14
38.107.234.123,443,TRUE,ALA,Asia Pacific,Almaty,232 ms,7.14
128.199.34.202,8443,TRUE,AMS,Europe,Amsterdam,268 ms,7.14
5.135.235.105,2053,TRUE,LHR,Europe,London,204 ms,7.13
38.180.44.217,443,TRUE,TLL,Europe,Tallinn,227 ms,7.13
64.226.123.111,2083,TRUE,FRA,Europe,Frankfurt,228 ms,7.1
51.83.201.202,8443,TRUE,WAW,Europe,Warsaw,256 ms,7.09
154.9.241.153,10276,TRUE,LAX,North America,Los Angeles,182 ms,7.08
45.55.135.93,443,TRUE,EWR,North America,Newark,271 ms,7.08
142.111.77.212,443,TRUE,FRA,Europe,Frankfurt,178 ms,7.06
165.22.82.35,8443,TRUE,FRA,Europe,Frankfurt,246 ms,7.06
176.31.45.37,8443,TRUE,LHR,Europe,London,279 ms,7.06
38.180.97.202,2053,TRUE,AMS,Europe,Amsterdam,156 ms,7.03
70.34.248.94,8443,TRUE,WAW,Europe,Warsaw,193 ms,7.03
128.199.41.87,443,TRUE,AMS,Europe,Amsterdam,221 ms,7.03
51.38.74.29,2053,TRUE,LHR,Europe,London,253 ms,7.03
94.131.98.24,8443,TRUE,ARN,Europe,Stockholm,207 ms,7.01
142.93.234.250,8443,TRUE,AMS,Europe,Amsterdam,221 ms,7.01
23.27.24.187,443,TRUE,WAW,Europe,Warsaw,168 ms,7
141.11.87.20,443,TRUE,TPE,Asia Pacific,Taipei,206 ms,7
38.107.234.135,443,TRUE,ALA,Asia Pacific,Almaty,208 ms,7
209.38.180.203,2053,TRUE,FRA,Europe,Frankfurt,219 ms,7
45.8.146.85,2053,TRUE,EWR,North America,Newark,243 ms,7
38.180.45.95,8443,TRUE,TLL,Europe,Tallinn,217 ms,6.99
38.180.104.27,443,TRUE,IST,Europe,Istanbul,271 ms,6.99
108.174.57.199,443,TRUE,BUF,North America,Buffalo,273 ms,6.98
136.175.179.90,990,TRUE,SJC,North America,San Jose,281 ms,6.98
142.93.141.178,443,TRUE,AMS,Europe,Amsterdam,226 ms,6.95
5.182.36.208,8443,TRUE,FRA,Europe,Frankfurt,265 ms,6.95
51.83.232.97,2053,TRUE,WAW,Europe,Warsaw,266 ms,6.95
103.113.69.83,2053,TRUE,WAW,Europe,Warsaw,216 ms,6.93
178.128.198.120,2053,TRUE,FRA,Europe,Frankfurt,226 ms,6.92
46.101.221.88,2053,TRUE,FRA,Europe,Frankfurt,251 ms,6.91
65.20.91.146,8443,TRUE,BOM,Asia Pacific,Mumbai,146 ms,6.89
45.14.244.251,8443,TRUE,AMS,Europe,Amsterdam,209 ms,6.88
104.248.24.155,8443,TRUE,FRA,Europe,Frankfurt,235 ms,6.87
142.111.77.108,2053,TRUE,FRA,Europe,Frankfurt,178 ms,6.84
162.19.135.219,2053,TRUE,FRA,Europe,Frankfurt,251 ms,6.84
50.7.22.221,2096,TRUE,AMS,Europe,Amsterdam,264 ms,6.84
162.19.131.89,8443,TRUE,FRA,Europe,Frankfurt,186 ms,6.83
185.234.66.105,8443,TRUE,IST,Europe,Istanbul,172 ms,6.82
167.172.152.157,443,TRUE,EWR,North America,Newark,238 ms,6.82
45.14.247.77,2053,TRUE,FRA,Europe,Frankfurt,248 ms,6.82
159.203.186.142,2053,TRUE,EWR,North America,Newark,251 ms,6.82
95.164.47.228,443,TRUE,FRA,Europe,Frankfurt,240 ms,6.81
51.195.143.76,8443,TRUE,LHR,Europe,London,257 ms,6.8
162.19.131.89,2053,TRUE,FRA,Europe,Frankfurt,199 ms,6.79
172.232.132.90,2083,TRUE,ARN,Europe,Stockholm,186 ms,6.77
51.195.102.68,2053,TRUE,FRA,Europe,Frankfurt,221 ms,6.77
107.175.127.18,8443,TRUE,DFW,North America,Dallas,257 ms,6.76
103.231.75.238,2053,TRUE,IST,Europe,Istanbul,174 ms,6.75
209.38.180.203,8443,TRUE,FRA,Europe,Frankfurt,239 ms,6.74
24.144.79.244,8443,TRUE,AMS,Europe,Amsterdam,244 ms,6.73
104.248.101.143,2053,TRUE,FRA,Europe,Frankfurt,249 ms,6.73
5.61.49.231,8443,TRUE,AMS,Europe,Amsterdam,130 ms,6.71
159.223.249.103,8443,TRUE,FRA,Europe,Frankfurt,218 ms,6.71
86.104.74.197,8443,TRUE,CDG,Europe,Paris,275 ms,6.71
51.91.175.20,2053,TRUE,CDG,Europe,Paris,287 ms,6.71
45.89.52.247,443,TRUE,VIE,Europe,Vienna,184 ms,6.69
38.180.56.32,2053,TRUE,ARN,Europe,Stockholm,279 ms,6.69
94.131.115.224,443,TRUE,OSL,Europe,Oslo,168 ms,6.68
192.3.211.197,2053,TRUE,YYZ,North America,Toronto,302 ms,6.67
213.32.121.186,2053,TRUE,LHR,Europe,London,237 ms,6.66
156.251.189.248,443,TRUE,LAX,North America,Los Angeles,204 ms,6.64
164.92.239.31,2087,TRUE,FRA,Europe,Frankfurt,213 ms,6.64
209.38.233.24,2096,TRUE,FRA,Europe,Frankfurt,217 ms,6.64
94.131.108.3,8443,TRUE,IST,Europe,Istanbul,163 ms,6.63
138.197.88.36,2053,TRUE,EWR,North America,Newark,208 ms,6.63
46.105.89.69,2053,TRUE,CDG,Europe,Paris,215 ms,6.63
103.113.71.86,8443,TRUE,FRA,Europe,Frankfurt,241 ms,6.63
37.1.220.5,8443,TRUE,AMS,Europe,Amsterdam,155 ms,6.6
194.58.56.111,443,TRUE,AMS,Europe,Amsterdam,160 ms,6.6
45.87.154.225,2053,TRUE,AMS,Europe,Amsterdam,200 ms,6.59
62.3.12.91,8443,TRUE,IST,Europe,Istanbul,182 ms,6.58
141.95.117.99,2053,TRUE,FRA,Europe,Frankfurt,210 ms,6.58
24.144.79.244,2053,TRUE,AMS,Europe,Amsterdam,229 ms,6.58
135.125.169.128,2053,TRUE,FRA,Europe,Frankfurt,235 ms,6.58
146.190.236.144,443,TRUE,AMS,Europe,Amsterdam,280 ms,6.58
172.232.150.17,2053,TRUE,ARN,Europe,Stockholm,192 ms,6.57
167.71.8.253,8443,TRUE,AMS,Europe,Amsterdam,256 ms,6.57
141.94.204.200,2053,TRUE,LHR,Europe,London,213 ms,6.56
45.153.230.239,8443,TRUE,FRA,Europe,Frankfurt,235 ms,6.56
135.125.215.57,8443,TRUE,FRA,Europe,Frankfurt,250 ms,6.56
45.67.35.7,2053,TRUE,AMS,Europe,Amsterdam,230 ms,6.55
5.181.23.178,2053,TRUE,TLL,Europe,Tallinn,194 ms,6.54
51.195.237.55,2053,TRUE,LHR,Europe,London,200 ms,6.54
38.54.12.41,8443,TRUE,FRA,Europe,Frankfurt,209 ms,6.54
51.38.90.115,2053,TRUE,LHR,Europe,London,237 ms,6.53
45.144.48.46,443,TRUE,WAW,Europe,Warsaw,278 ms,6.52
161.35.58.235,443,TRUE,EWR,North America,Newark,282 ms,6.51
51.38.140.109,8443,TRUE,WAW,Europe,Warsaw,238 ms,6.5
51.38.154.86,8443,TRUE,WAW,Europe,Warsaw,245 ms,6.5
139.59.139.10,443,TRUE,FRA,Europe,Frankfurt,282 ms,6.49
146.19.247.142,2053,TRUE,FRA,Europe,Frankfurt,231 ms,6.48
161.35.21.2,8443,TRUE,FRA,Europe,Frankfurt,209 ms,6.47
188.166.83.30,8443,TRUE,AMS,Europe,Amsterdam,276 ms,6.47
37.59.66.215,8443,TRUE,CDG,Europe,Paris,200 ms,6.45
45.82.255.95,443,TRUE,WAW,Europe,Warsaw,213 ms,6.45
178.33.69.64,2053,TRUE,LHR,Europe,London,230 ms,6.45
51.38.90.115,8443,TRUE,LHR,Europe,London,244 ms,6.45
174.138.101.195,8443,TRUE,FRA,Europe,Frankfurt,259 ms,6.45
185.216.13.253,443,TRUE,AMS,Europe,Amsterdam,211 ms,6.44
137.74.50.186,8443,TRUE,LHR,Europe,London,253 ms,6.44
162.19.158.37,8443,TRUE,FRA,Europe,Frankfurt,268 ms,6.43
45.14.245.104,2053,TRUE,AMS,Europe,Amsterdam,192 ms,6.42
165.232.70.127,2053,TRUE,FRA,Europe,Frankfurt,238 ms,6.42
141.94.205.248,2053,TRUE,LHR,Europe,London,221 ms,6.41
38.147.161.251,34237,TRUE,LAX,North America,Los Angeles,153 ms,6.39
37.221.125.224,2053,TRUE,FRA,Europe,Frankfurt,243 ms,6.39
50.7.22.222,2096,TRUE,AMS,Europe,Amsterdam,254 ms,6.39
208.85.20.81,8443,TRUE,MAD,Europe,Madrid,190 ms,6.38
51.195.69.17,8443,TRUE,FRA,Europe,Frankfurt,220 ms,6.38
167.71.5.250,8443,TRUE,AMS,Europe,Amsterdam,269 ms,6.38
45.136.51.186,2053,TRUE,AMS,Europe,Amsterdam,163 ms,6.37
176.97.74.132,2053,TRUE,TLL,Europe,Tallinn,197 ms,6.37
51.195.208.146,8443,TRUE,LHR,Europe,London,226 ms,6.37
167.172.190.46,2053,TRUE,FRA,Europe,Frankfurt,253 ms,6.37
51.38.144.109,2053,TRUE,WAW,Europe,Warsaw,254 ms,6.37
172.93.32.240,443,TRUE,SEA,North America,Seattle,236 ms,6.36
91.92.16.142,443,TRUE,AMS,Europe,Amsterdam,159 ms,6.34
64.226.74.67,2053,TRUE,FRA,Europe,Frankfurt,258 ms,6.34
192.227.175.231,443,TRUE,BUF,North America,Buffalo,325 ms,6.33
152.32.130.241,443,TRUE,LAX,North America,Los Angeles,189 ms,6.32
206.189.195.4,2053,TRUE,EWR,North America,Newark,215 ms,6.32
45.55.135.93,2096,TRUE,EWR,North America,Newark,218 ms,6.32
179.43.151.61,8443,TRUE,FRA,Europe,Frankfurt,177 ms,6.31
176.97.74.151,443,TRUE,TLL,Europe,Tallinn,187 ms,6.31
45.144.28.243,2053,TRUE,AMS,Europe,Amsterdam,221 ms,6.3
51.195.237.55,8443,TRUE,LHR,Europe,London,246 ms,6.3
107.172.131.77,34237,TRUE,YYZ,North America,Toronto,264 ms,6.29
70.34.244.221,2053,TRUE,WAW,Europe,Warsaw,171 ms,6.28
164.92.191.148,8443,TRUE,FRA,Europe,Frankfurt,210 ms,6.26
207.148.122.83,8443,TRUE,SIN,Asia Pacific,Singapore,222 ms,6.26
5.180.45.142,2087,TRUE,BUD,Europe,Budapest,178 ms,6.25
209.38.254.16,2053,TRUE,FRA,Europe,Frankfurt,219 ms,6.25
54.38.133.185,8443,TRUE,KBP,Europe,Kyiv,252 ms,6.25
51.178.81.128,8443,TRUE,FRA,Europe,Frankfurt,263 ms,6.25
51.83.182.145,8443,TRUE,WAW,Europe,Warsaw,224 ms,6.24
188.166.171.211,8443,TRUE,LHR,Europe,London,225 ms,6.24
188.165.26.149,2053,TRUE,CDG,Europe,Paris,237 ms,6.24
95.164.89.124,8443,TRUE,FRA,Europe,Frankfurt,245 ms,6.24
104.236.65.156,443,TRUE,EWR,North America,Newark,248 ms,6.24
174.138.10.155,8443,TRUE,AMS,Europe,Amsterdam,266 ms,6.24
147.135.161.142,2053,TRUE,LHR,Europe,London,194 ms,6.23
51.195.250.10,2053,TRUE,LHR,Europe,London,260 ms,6.23
51.38.111.255,8443,TRUE,FRA,Europe,Frankfurt,241 ms,6.22
135.125.169.10,2053,TRUE,FRA,Europe,Frankfurt,235 ms,6.21
134.209.166.201,2053,TRUE,EWR,North America,Newark,273 ms,6.21
23.27.24.191,443,TRUE,WAW,Europe,Warsaw,179 ms,6.19
51.195.119.195,2053,TRUE,FRA,Europe,Frankfurt,234 ms,6.19
139.59.206.9,443,TRUE,FRA,Europe,Frankfurt,210 ms,6.18
188.165.168.217,2083,TRUE,LHR,Europe,London,244 ms,6.18
137.74.218.217,8443,TRUE,CDG,Europe,Paris,197 ms,6.16
137.74.151.143,2053,TRUE,LHR,Europe,London,203 ms,6.16
54.38.59.227,2053,TRUE,WAW,Europe,Warsaw,204 ms,6.16
137.74.151.150,2053,TRUE,LHR,Europe,London,234 ms,6.16
51.75.41.141,2053,TRUE,WAW,Europe,Warsaw,264 ms,6.16
5.144.181.212,8443,TRUE,LHR,Europe,London,249 ms,6.14
38.180.166.33,2053,TRUE,FRA,Europe,Frankfurt,252 ms,6.13
176.31.34.19,8443,TRUE,LHR,Europe,London,263 ms,6.12
110.15.145.186,34237,TRUE,KIX,Asia Pacific,Osaka,94 ms,6.12
176.31.45.37,2053,TRUE,LHR,Europe,London,203 ms,6.11
64.226.78.40,8443,TRUE,FRA,Europe,Frankfurt,212 ms,6.11
141.95.118.106,2053,TRUE,FRA,Europe,Frankfurt,241 ms,6.11
192.210.161.147,443,TRUE,BUF,North America,Buffalo,244 ms,6.11
95.164.0.83,8443,TRUE,WAW,Europe,Warsaw,259 ms,6.11
45.136.50.241,2053,TRUE,AMS,Europe,Amsterdam,144 ms,6.1
54.38.15.238,8443,TRUE,CDG,Europe,Paris,198 ms,6.1
137.74.151.70,8443,TRUE,LHR,Europe,London,248 ms,6.1
51.83.172.80,8443,TRUE,WAW,Europe,Warsaw,268 ms,6.1
109.104.152.93,2053,TRUE,MCI,North America,Kansas City,259 ms,6.09
141.95.118.107,2053,TRUE,FRA,Europe,Frankfurt,216 ms,6.08
142.93.163.115,8443,TRUE,FRA,Europe,Frankfurt,211 ms,6.06
51.195.208.146,2053,TRUE,LHR,Europe,London,263 ms,6.06
70.34.244.6,2083,TRUE,WAW,Europe,Warsaw,195 ms,6.05
157.245.24.90,443,TRUE,FRA,Europe,Frankfurt,217 ms,6.05
128.199.41.142,2053,TRUE,AMS,Europe,Amsterdam,226 ms,6.05
95.164.32.60,2053,TRUE,MAD,Europe,Madrid,230 ms,6.05
54.38.133.185,2053,TRUE,WAW,Europe,Warsaw,246 ms,6.05
51.38.154.25,8443,TRUE,WAW,Europe,Warsaw,273 ms,6.05
38.180.208.31,2053,TRUE,IST,Europe,Istanbul,159 ms,6.04
91.217.139.94,34237,TRUE,LAX,North America,Los Angeles,190 ms,6.04
95.164.89.124,2053,TRUE,FRA,Europe,Frankfurt,233 ms,6.04
192.227.227.87,8443,TRUE,BUF,North America,Buffalo,248 ms,6.04
141.94.206.4,8443,TRUE,LHR,Europe,London,219 ms,6.03
185.252.215.77,8443,TRUE,FRA,Europe,Frankfurt,236 ms,6.03
45.144.48.122,443,TRUE,WAW,Europe,Warsaw,285 ms,6.03
45.67.228.101,8443,TRUE,AMS,Europe,Amsterdam,247 ms,6.02
95.164.35.63,8443,TRUE,WAW,Europe,Warsaw,267 ms,6.02
107.172.142.136,8443,TRUE,YYZ,North America,Toronto,320 ms,6.02
51.83.158.58,2053,TRUE,DME,Europe,Moscow,235 ms,6.01
188.166.201.22,8443,TRUE,AMS,Europe,Amsterdam,252 ms,6
162.19.151.3,2053,TRUE,FRA,Europe,Frankfurt,201 ms,5.99
161.35.73.79,2053,TRUE,FRA,Europe,Frankfurt,215 ms,5.99
51.195.208.151,8443,TRUE,LHR,Europe,London,237 ms,5.98
5.61.49.156,2053,TRUE,AMS,Europe,Amsterdam,147 ms,5.97
141.95.118.106,8443,TRUE,FRA,Europe,Frankfurt,219 ms,5.97
165.232.104.200,8443,TRUE,LHR,Europe,London,292 ms,5.97
38.180.10.150,443,TRUE,TLL,Europe,Tallinn,213 ms,5.96
134.122.103.212,2053,TRUE,LHR,Europe,London,225 ms,5.96
2.56.173.140,8443,TRUE,HEL,Europe,Helsinki,268 ms,5.96
107.172.146.211,34237,TRUE,BUF,North America,Buffalo,292 ms,5.96
38.60.206.101,8443,TRUE,IAD,North America,Ashburn,215 ms,5.95
45.159.251.238,8443,TRUE,MAD,Europe,Madrid,224 ms,5.95
94.23.106.119,8443,TRUE,CDG,Europe,Paris,267 ms,5.95
45.14.247.108,443,TRUE,FRA,Europe,Frankfurt,238 ms,5.94
38.180.110.184,8443,TRUE,FRA,Europe,Frankfurt,253 ms,5.94
54.38.216.49,443,TRUE,FRA,Europe,Frankfurt,234 ms,5.93
51.83.201.196,8443,TRUE,WAW,Europe,Warsaw,256 ms,5.92
64.176.67.82,443,TRUE,WAW,Europe,Warsaw,183 ms,5.91
135.125.169.111,2053,TRUE,FRA,Europe,Frankfurt,263 ms,5.91
137.74.150.89,8443,TRUE,LHR,Europe,London,263 ms,5.91
51.89.246.96,2053,TRUE,LHR,Europe,London,248 ms,5.9
64.226.65.208,2053,TRUE,FRA,Europe,Frankfurt,256 ms,5.89
80.71.157.204,443,TRUE,FRA,Europe,Frankfurt,258 ms,5.89
167.172.100.90,2053,TRUE,FRA,Europe,Frankfurt,298 ms,5.89
66.245.195.88,2087,TRUE,MAN,Europe,Manchester,187 ms,5.87
192.210.160.19,8443,TRUE,AMS,Europe,Amsterdam,172 ms,5.86
45.140.147.108,2053,TRUE,AMS,Europe,Amsterdam,223 ms,5.86
38.180.181.20,8443,TRUE,FRA,Europe,Frankfurt,235 ms,5.85
51.38.144.102,2053,TRUE,WAW,Europe,Warsaw,252 ms,5.84
149.202.30.5,8443,TRUE,CDG,Europe,Paris,229 ms,5.81
135.125.137.0,2053,TRUE,FRA,Europe,Frankfurt,233 ms,5.81
109.74.202.42,8443,TRUE,LHR,Europe,London,223 ms,5.8
172.232.157.132,2053,TRUE,ARN,Europe,Stockholm,192 ms,5.79
185.65.105.153,8443,TRUE,AMS,Europe,Amsterdam,210 ms,5.79
5.144.181.212,2053,TRUE,LHR,Europe,London,239 ms,5.79
135.125.215.57,2053,TRUE,FRA,Europe,Frankfurt,265 ms,5.78
38.180.113.235,8443,TRUE,IST,Europe,Istanbul,304 ms,5.78
24.144.77.0,8443,TRUE,AMS,Europe,Amsterdam,244 ms,5.77
94.131.15.61,443,TRUE,TLL,Europe,Tallinn,187 ms,5.76
141.11.40.67,34237,TRUE,AMS,Europe,Amsterdam,226 ms,5.75
162.19.135.219,8443,TRUE,FRA,Europe,Frankfurt,258 ms,5.75
51.38.15.188,8443,TRUE,LHR,Europe,London,225 ms,5.74
209.38.182.156,2087,TRUE,FRA,Europe,Frankfurt,229 ms,5.74
146.185.162.148,2053,TRUE,AMS,Europe,Amsterdam,241 ms,5.74
141.95.59.104,8443,TRUE,FRA,Europe,Frankfurt,255 ms,5.74
86.38.156.200,2053,TRUE,FRA,Europe,Frankfurt,252 ms,5.73
185.33.24.18,443,TRUE,AMS,Europe,Amsterdam,213 ms,5.72
45.87.155.30,2053,TRUE,KBP,Europe,Kyiv,230 ms,5.72
193.70.75.24,2053,TRUE,LHR,Europe,London,235 ms,5.72
51.75.84.90,8443,TRUE,FRA,Europe,Frankfurt,255 ms,5.72
37.252.7.9,8443,TRUE,FRA,Europe,Frankfurt,204 ms,5.71
152.42.148.76,8443,TRUE,AMS,Europe,Amsterdam,234 ms,5.71
185.231.205.144,2053,TRUE,CDG,Europe,Paris,242 ms,5.71
54.37.142.77,8443,TRUE,WAW,Europe,Warsaw,243 ms,5.71
45.153.229.108,2053,TRUE,WAW,Europe,Warsaw,205 ms,5.7
70.34.222.42,2053,TRUE,ARN,Europe,Stockholm,231 ms,5.7
157.230.20.213,2053,TRUE,FRA,Europe,Frankfurt,243 ms,5.7
164.92.132.232,8443,TRUE,FRA,Europe,Frankfurt,208 ms,5.69
46.101.192.148,443,TRUE,FRA,Europe,Frankfurt,211 ms,5.69
167.172.106.45,443,TRUE,FRA,Europe,Frankfurt,212 ms,5.69
70.34.222.245,2096,TRUE,FRA,Europe,Frankfurt,213 ms,5.69
5.182.36.208,2053,TRUE,FRA,Europe,Frankfurt,218 ms,5.69
146.70.145.195,443,TRUE,OSL,Europe,Oslo,228 ms,5.69
103.113.71.213,2053,TRUE,FRA,Europe,Frankfurt,269 ms,5.69
65.20.76.125,8443,TRUE,BOM,Asia Pacific,Mumbai,211 ms,5.68
51.83.244.141,8443,TRUE,WAW,Europe,Warsaw,246 ms,5.68
57.129.16.168,8443,TRUE,FRA,Europe,Frankfurt,259 ms,5.68
145.239.27.214,8443,TRUE,WAW,Europe,Warsaw,241 ms,5.67
188.166.116.153,443,TRUE,AMS,Europe,Amsterdam,244 ms,5.67
141.95.122.191,8443,TRUE,FRA,Europe,Frankfurt,212 ms,5.65
176.120.65.79,443,TRUE,FRA,Europe,Frankfurt,237 ms,5.65
51.75.33.90,2053,TRUE,WAW,Europe,Warsaw,237 ms,5.65
5.196.248.53,8443,TRUE,LHR,Europe,London,205 ms,5.64
195.54.175.128,8443,TRUE,AMS,Europe,Amsterdam,143 ms,5.63
64.176.67.99,443,TRUE,WAW,Europe,Warsaw,184 ms,5.63
64.226.78.40,2053,TRUE,FRA,Europe,Frankfurt,212 ms,5.63
86.104.74.197,2053,TRUE,CDG,Europe,Paris,273 ms,5.63
51.254.51.184,2053,TRUE,LHR,Europe,London,232 ms,5.62
51.75.41.141,8443,TRUE,WAW,Europe,Warsaw,265 ms,5.62
54.38.141.128,8443,TRUE,WAW,Europe,Warsaw,237 ms,5.61
146.59.155.205,2053,TRUE,LHR,Europe,London,238 ms,5.61
213.159.64.91,8443,TRUE,FRA,Europe,Frankfurt,248 ms,5.61
46.105.88.78,443,TRUE,LHR,Europe,London,217 ms,5.6
178.32.173.239,2053,TRUE,LHR,Europe,London,221 ms,5.6
94.131.120.53,443,TRUE,FRA,Europe,Frankfurt,275 ms,5.6
137.74.150.115,8443,TRUE,LHR,Europe,London,211 ms,5.59
87.98.244.164,2053,TRUE,CDG,Europe,Paris,251 ms,5.59
38.180.20.59,8443,TRUE,CPH,Europe,Copenhagen,201 ms,5.58
164.92.145.208,2053,TRUE,AMS,Europe,Amsterdam,217 ms,5.58
65.75.193.21,37813,TRUE,SJC,North America,San Jose,218 ms,5.58
172.245.81.181,8443,TRUE,BUF,North America,Buffalo,235 ms,5.57
95.164.0.219,443,TRUE,FRA,Europe,Frankfurt,256 ms,5.57
137.74.151.9,8443,TRUE,CDG,Europe,Paris,268 ms,5.57
70.34.248.95,443,TRUE,WAW,Europe,Warsaw,180 ms,5.56
23.147.232.6,443,TRUE,NRT,Asia Pacific,Tokyo,72 ms,5.55
86.38.156.88,2053,TRUE,FRA,Europe,Frankfurt,228 ms,5.54
107.173.171.199,8443,TRUE,BUF,North America,Buffalo,254 ms,5.54
95.164.16.84,443,TRUE,FRA,Europe,Frankfurt,234 ms,5.52
164.90.214.23,2083,TRUE,FRA,Europe,Frankfurt,245 ms,5.52
80.71.157.227,8443,TRUE,FRA,Europe,Frankfurt,280 ms,5.52
51.195.85.127,2053,TRUE,FRA,Europe,Frankfurt,258 ms,5.51
51.195.119.195,8443,TRUE,FRA,Europe,Frankfurt,239 ms,5.5
51.75.33.90,8443,TRUE,WAW,Europe,Warsaw,255 ms,5.5
50.7.235.115,2096,TRUE,AMS,Europe,Amsterdam,229 ms,5.49
67.205.130.91,8443,TRUE,EWR,North America,Newark,212 ms,5.48
45.205.0.62,443,TRUE,LAX,North America,Los Angeles,234 ms,5.47
45.91.94.7,8443,TRUE,VIE,Europe,Vienna,244 ms,5.47
95.164.47.33,2053,TRUE,FRA,Europe,Frankfurt,256 ms,5.47
195.16.74.133,2053,TRUE,IST,Europe,Istanbul,165 ms,5.46
107.173.171.219,443,TRUE,YYZ,North America,Toronto,271 ms,5.44
152.32.211.127,443,TRUE,LAX,North America,Los Angeles,189 ms,5.43
85.209.195.185,2053,TRUE,FRA,Europe,Frankfurt,249 ms,5.43
54.37.101.195,8443,TRUE,LHR,Europe,London,263 ms,5.42
194.58.56.165,443,TRUE,AMS,Europe,Amsterdam,145 ms,5.41
138.68.141.220,2053,TRUE,LHR,Europe,London,260 ms,5.41
154.9.230.7,34237,TRUE,LAX,North America,Los Angeles,184 ms,5.39
141.95.122.191,2053,TRUE,FRA,Europe,Frankfurt,205 ms,5.39
51.83.182.145,2053,TRUE,WAW,Europe,Warsaw,221 ms,5.39
172.232.150.17,8443,TRUE,ARN,Europe,Stockholm,181 ms,5.38
188.166.43.205,2053,TRUE,AMS,Europe,Amsterdam,251 ms,5.38
145.239.27.207,8443,TRUE,WAW,Europe,Warsaw,192 ms,5.37
5.144.181.130,2053,TRUE,LHR,Europe,London,193 ms,5.37
